"","State","Year","Month","quantity.sum","total_cost.sum","policeweapon_quantity.sum","policeweapon_totalcost.sum","policerecord_quantity.sum","policerecord_totalcost.sum","policeammo_quantity.sum","policeammo_totalcost.sum","policecar_quantity.sum","policecar_totalcost.sum","disaster_quantity.sum","disaster_totalcost.sum","medical_quantity.sum","medical_totalcost.sum","State.1","Year.1","Month.1","day.mean","army_clothing_bags_quantity.sum","army_clothing_bags_totalcost.sum"
"2629","Rhode Island",2011,"December",26,90264.99,0,0,1,342,0,0,4,7691.01,13,397.02,0,0,"Rhode Island",2011,"December",14.2727272727273,0,0
"2619","Rhode Island",2011,"February",22,98219,0,0,18,15219,0,0,0,0,0,0,0,0,"Rhode Island",2011,"February",11.3333333333333,0,0
"2618","Rhode Island",2011,"January",48,24241.4,0,0,45,10037.46,0,0,0,0,0,0,0,0,"Rhode Island",2011,"January",18,0,0
"2624","Rhode Island",2011,"July",63,130999.69,3,972,0,0,0,0,0,0,43,6999.5,0,0,"Rhode Island",2011,"July",12.1111111111111,0,0
"2623","Rhode Island",2011,"June",48,36572.53,11,883.91,7,8301.87,0,0,0,0,0,0,0,0,"Rhode Island",2011,"June",11.875,0,0
"2620","Rhode Island",2011,"March",15,32623.76,12,820.2,0,0,0,0,0,0,0,0,0,0,"Rhode Island",2011,"March",12.6666666666667,0,0
"2622","Rhode Island",2011,"May",87,30323.26,8,458.4,4,3304,0,0,0,0,0,0,0,0,"Rhode Island",2011,"May",19,0,0
"2628","Rhode Island",2011,"November",37,497879.86,0,0,0,0,0,0,0,0,0,0,0,0,"Rhode Island",2011,"November",21.1428571428571,0,0
"2627","Rhode Island",2011,"October",94,90277.66,8,18800,74,3441.66,0,0,0,0,0,0,0,0,"Rhode Island",2011,"October",18.8461538461538,0,0
"2626","Rhode Island",2011,"September",133,233140.34,6,360,107,111058.4,0,0,0,0,0,0,0,0,"Rhode Island",2011,"September",16.425,0,0
"2633","Rhode Island",2012,"April",3815,340436.89,210,30639.38,18,3799,0,0,1,26.05,47,5466,0,0,"Rhode Island",2012,"April",17.6578947368421,0,0
"2637","Rhode Island",2012,"August",64,22126.98,5,2155.45,2,2871.48,0,0,0,0,0,0,0,0,"Rhode Island",2012,"August",10.5263157894737,0,0
"2638","Rhode Island",2012,"December",122,121380.62,80,2774.4,8,14232.4,0,0,12,17816.7,0,0,0,0,"Rhode Island",2012,"December",20.8387096774194,0,0
"2631","Rhode Island",2012,"February",289,1079845.58,120,6260.99,42,72780.18,0,0,5,14224.8,0,0,1,7,"Rhode Island",2012,"February",11.6,0,0
"2630","Rhode Island",2012,"January",1813,379150.68,133,14608.6,41,27888,0,0,1,436.18,0,0,300,12360,"Rhode Island",2012,"January",18.9770114942529,0,0
"2636","Rhode Island",2012,"July",1368,551397.77,16,787.36,60,142375.08,0,0,9,13236.66,0,0,320,422.4,"Rhode Island",2012,"July",12.625,0,0
"2635","Rhode Island",2012,"June",4366,315989.98,78,5218.82,29,30675,417,3882.27,2,256.14,5,3853.65,355,14626,"Rhode Island",2012,"June",15.2602739726027,0,0
"2632","Rhode Island",2012,"March",2697,502499.83,151,17265.8,67,180718,105,1165.5,1,1539,115,5842,518,4261.04,"Rhode Island",2012,"March",17.8666666666667,0,0
"2634","Rhode Island",2012,"May",1618,517068.63,24,288.72,16,12628.75,182,1694.42,0,0,0,0,50,4843,"Rhode Island",2012,"May",17.5172413793103,0,0
"2642","Rhode Island",2013,"April",119,90359.94,10,383.2,34,16084.6,0,0,0,0,12,487.44,0,0,"Rhode Island",2013,"April",14.4615384615385,0,0
"2646","Rhode Island",2013,"August",33,3397.08,0,0,0,0,0,0,9,1217.16,0,0,0,0,"Rhode Island",2013,"August",5.5,0,0
"2650","Rhode Island",2013,"December",15,1865.55,15,1865.55,0,0,0,0,0,0,0,0,0,0,"Rhode Island",2013,"December",10,0,0
"2640","Rhode Island",2013,"February",83,12276.57,82,9921.57,0,0,0,0,0,0,0,0,0,0,"Rhode Island",2013,"February",7.55,0,0
"2639","Rhode Island",2013,"January",35,28833.11,2,276,13,28126,0,0,0,0,0,0,0,0,"Rhode Island",2013,"January",18.1111111111111,0,0
"2645","Rhode Island",2013,"July",193,24609.24,12,12658.62,24,4956.36,112,1042.72,0,0,0,0,0,0,"Rhode Island",2013,"July",13.8888888888889,0,0
"2644","Rhode Island",2013,"June",9,16693.99,0,0,5,1414.05,0,0,0,0,0,0,0,0,"Rhode Island",2013,"June",13.3333333333333,0,0
"2641","Rhode Island",2013,"March",497,42142.01,78,12059.67,15,3216.48,312,3013.2,4,6156,0,0,0,0,"Rhode Island",2013,"March",16,0,0
"2643","Rhode Island",2013,"May",39,225464.7,17,8269.4,0,0,0,0,3,105000,0,0,0,0,"Rhode Island",2013,"May",16.4166666666667,0,0
"2649","Rhode Island",2013,"November",246,104910.06,100,39202.2,49,57395.86,80,8312,0,0,0,0,0,0,"Rhode Island",2013,"November",21.4545454545455,0,0
"2648","Rhode Island",2013,"October",46,2104.24,34,1300,0,0,0,0,0,0,12,804.24,0,0,"Rhode Island",2013,"October",22,0,0
"2647","Rhode Island",2013,"September",19,50683.31,0,0,8,5592.32,0,0,2,599.94,0,0,0,0,"Rhode Island",2013,"September",18.8333333333333,0,0
"2652","Rhode Island",2014,"February",14,8068.2,0,0,14,8068.2,0,0,0,0,0,0,0,0,"Rhode Island",2014,"February",6,0,0
"2651","Rhode Island",2014,"January",8,13606.24,8,13606.24,0,0,0,0,0,0,0,0,0,0,"Rhode Island",2014,"January",14,0,0
"2653","Rhode Island",2014,"March",219,159116.52,15,1141.2,1,1200,0,0,0,0,0,0,0,0,"Rhode Island",2014,"March",17.6666666666667,0,0
"3592","South Carolina",2005,"December",335,2696995.35,317,797834.35,11,1610622,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0
"2654","South Carolina",2006,"April",23,214573,23,214573,0,0,0,0,0,0,0,0,0,0,"South Carolina",2006,"April",25.6521739130435,0,0
"2659","South Carolina",2006,"December",9,191393.8,8,576.8,0,0,0,0,0,0,0,0,0,0,"South Carolina",2006,"December",11.2222222222222,0,0
"2657","South Carolina",2006,"July",70,225248,69,34431,0,0,0,0,0,0,0,0,0,0,"South Carolina",2006,"July",13.2142857142857,0,0
"2656","South Carolina",2006,"June",136,524940.55,130,57253.55,0,0,0,0,0,0,0,0,0,0,"South Carolina",2006,"June",2.33823529411765,0,0
"2655","South Carolina",2006,"May",50,256022,48,23952,0,0,0,0,0,0,0,0,0,0,"South Carolina",2006,"May",17.74,0,0
"2658","South Carolina",2006,"October",26,155977,26,155977,0,0,0,0,0,0,0,0,0,0,"South Carolina",2006,"October",6.73076923076923,0,0
"2661","South Carolina",2007,"August",17,198440,16,7623,0,0,0,0,0,0,0,0,0,0,"South Carolina",2007,"August",23.2352941176471,0,0
"2663","South Carolina",2007,"December",24,3673,24,3673,0,0,0,0,0,0,0,0,0,0,"South Carolina",2007,"December",25.0833333333333,0,0
"2660","South Carolina",2007,"February",6,2994,6,2994,0,0,0,0,0,0,0,0,0,0,"South Carolina",2007,"February",22,0,0
"2662","South Carolina",2007,"September",4,66567,3,1497,0,0,0,0,0,0,0,0,0,0,"South Carolina",2007,"September",10.5,0,0
"2667","South Carolina",2008,"April",20,9980,20,9980,0,0,0,0,0,0,0,0,0,0,"South Carolina",2008,"April",10,0,0
"2665","South Carolina",2008,"February",4,1205811,0,0,0,0,0,0,0,0,0,0,0,0,"South Carolina",2008,"February",28.25,0,0
"2664","South Carolina",2008,"January",1,244844,1,244844,0,0,0,0,0,0,0,0,0,0,"South Carolina",2008,"January",30,0,0
"2666","South Carolina",2008,"March",53,26447,53,26447,0,0,0,0,0,0,0,0,0,0,"South Carolina",2008,"March",11,0,0
"2668","South Carolina",2008,"May",4,1996,4,1996,0,0,0,0,0,0,0,0,0,0,"South Carolina",2008,"May",23,0,0
"2671","South Carolina",2008,"November",25,7782,25,7782,0,0,0,0,0,0,0,0,0,0,"South Carolina",2008,"November",17.44,0,0
"2670","South Carolina",2008,"October",11,1518,11,1518,0,0,0,0,0,0,0,0,0,0,"South Carolina",2008,"October",25.2727272727273,0,0
"2669","South Carolina",2008,"September",10,66558.6,0,0,10,66558.6,0,0,0,0,0,0,0,0,"South Carolina",2008,"September",2,0,0
"2675","South Carolina",2009,"April",21,10208.4,0,0,20,6630,0,0,0,0,0,0,0,0,"South Carolina",2009,"April",21.6666666666667,0,0
"2678","South Carolina",2009,"August",68,267951.8,21,3209.8,47,264742,0,0,0,0,0,0,0,0,"South Carolina",2009,"August",19,0,0
"2682","South Carolina",2009,"December",3,594.58,0,0,1,0,0,0,0,0,0,0,0,0,"South Carolina",2009,"December",20.5,0,0
"2673","South Carolina",2009,"February",68,49888,57,6966,10,1100,0,0,0,0,0,0,0,0,"South Carolina",2009,"February",20.9833333333333,0,0
"2672","South Carolina",2009,"January",13,6487,13,6487,0,0,0,0,0,0,0,0,0,0,"South Carolina",2009,"January",26,0,0
"2677","South Carolina",2009,"July",27,411178.62,19,7971.6,0,0,0,0,0,0,0,0,0,0,"South Carolina",2009,"July",11.4,0,0
"2674","South Carolina",2009,"March",68,33877.28,67,33433,0,0,0,0,0,0,0,0,1,444.28,"South Carolina",2009,"March",6.08823529411765,0,0
"2676","South Carolina",2009,"May",1,41253,0,0,0,0,0,0,0,0,0,0,0,0,"South Carolina",2009,"May",20,0,0
"2681","South Carolina",2009,"November",11,3379.86,7,840,0,0,0,0,0,0,0,0,0,0,"South Carolina",2009,"November",10.8181818181818,0,0
"2680","South Carolina",2009,"October",56,30409.68,12,3188.52,13,17870.1,0,0,0,0,0,0,10,5807.1,"South Carolina",2009,"October",20.6,0,0
"2679","South Carolina",2009,"September",112,4658.28,6,1051.28,6,2676,100,931,0,0,0,0,0,0,"South Carolina",2009,"September",8.25,0,0
"2686","South Carolina",2010,"April",58,61642.3,0,0,56,19618.3,0,0,0,0,0,0,0,0,"South Carolina",2010,"April",23.75,0,0
"2690","South Carolina",2010,"August",257,154868.6,107,12912,3,5656,100,931,0,0,0,0,0,0,"South Carolina",2010,"August",3.15044247787611,0,0
"2694","South Carolina",2010,"December",271,398912.82,134,32274.45,45,123099,0,0,0,0,0,0,0,0,"South Carolina",2010,"December",15.5185185185185,0,0
"2684","South Carolina",2010,"February",81,27512,0,0,81,27512,0,0,0,0,0,0,0,0,"South Carolina",2010,"February",18.2857142857143,0,0
"2683","South Carolina",2010,"January",20,5587.25,0,0,5,4592,0,0,0,0,0,0,0,0,"South Carolina",2010,"January",15,0,0
"2689","South Carolina",2010,"July",19,16156,1,10000,18,6156,0,0,0,0,0,0,0,0,"South Carolina",2010,"July",10.5,0,0
"2688","South Carolina",2010,"June",74,10498.71,43,7723.8,0,0,25,232.75,2,765.04,0,0,4,1777.12,"South Carolina",2010,"June",11.9642857142857,0,0
"2685","South Carolina",2010,"March",82,38545.1,5,682.85,77,37862.25,0,0,0,0,0,0,0,0,"South Carolina",2010,"March",23.7222222222222,0,0
"2687","South Carolina",2010,"May",129,188189.2,10,1250,25,34470,0,0,0,0,12,13961.4,0,0,"South Carolina",2010,"May",20.55,0,0
"2693","South Carolina",2010,"November",502,139981.61,55,5247.75,113,75710,250,2327.5,0,0,0,0,0,0,"South Carolina",2010,"November",7.19736842105263,0,0
"2692","South Carolina",2010,"October",185,206738.35,19,2443.9,66,203132.65,80,755.8,0,0,0,0,0,0,"South Carolina",2010,"October",20.5384615384615,0,0
"2691","South Carolina",2010,"September",290,220296.73,37,3673.8,73,68185.05,115,1293.85,0,0,0,0,0,0,"South Carolina",2010,"September",11.4318181818182,0,0
"2698","South Carolina",2011,"April",425,311304.9,355,21986.96,19,57636.56,0,0,0,0,0,0,0,0,"South Carolina",2011,"April",18.5348837209302,0,0
"2702","South Carolina",2011,"August",250,344052.28,69,8541.04,21,222824.2,152,1415.12,0,0,0,0,0,0,"South Carolina",2011,"August",11.6521739130435,0,0
"2706","South Carolina",2011,"December",395,485346.65,78,424586.48,10,29436,300,2793,0,0,0,0,0,0,"South Carolina",2011,"December",9.54430379746835,0,0
"2696","South Carolina",2011,"February",198,10313120.02,45,3288.14,96,10123374,0,0,0,0,0,0,0,0,"South Carolina",2011,"February",9.86666666666667,0,0
"2695","South Carolina",2011,"January",365,267414.37,221,30984.33,12,59980,0,0,0,0,0,0,0,0,"South Carolina",2011,"January",13.5882352941176,0,0
"2701","South Carolina",2011,"July",207,116840.39,5,1620,8,3473.05,0,0,0,0,0,0,0,0,"South Carolina",2011,"July",19.2,0,0
"2700","South Carolina",2011,"June",12,15404,0,0,11,3900,0,0,0,0,0,0,0,0,"South Carolina",2011,"June",23.6666666666667,0,0
"2697","South Carolina",2011,"March",240,323118.18,97,18670.46,36,52503,0,0,33,7840.26,0,0,0,0,"South Carolina",2011,"March",10.4117647058824,0,0
"2699","South Carolina",2011,"May",236,254986.55,147,9804.14,84,91300.41,0,0,0,0,0,0,0,0,"South Carolina",2011,"May",14.2105263157895,0,0
"2705","South Carolina",2011,"November",375,2127946.59,12,593248.42,225,1402535.98,0,0,2,263.48,0,0,0,0,"South Carolina",2011,"November",10.7027027027027,0,0
"2704","South Carolina",2011,"October",54,136622.34,13,850.36,14,96238.74,0,0,0,0,0,0,0,0,"South Carolina",2011,"October",20.1363636363636,0,0
"2703","South Carolina",2011,"September",180,24954.06,0,0,43,23357.94,132,1232.92,2,256.14,0,0,0,0,"South Carolina",2011,"September",15.5,0,0
"2710","South Carolina",2012,"April",1427,532928.18,88,4615.36,23,46646.69,110,1024.1,9,15880.96,173,8255.13,83,28931.03,"South Carolina",2012,"April",18.3513513513514,0,0
"2714","South Carolina",2012,"August",1845,535426.78,344,7602.28,92,121573.92,189,2011.98,5,6678,3,1397.57,342,134134.38,"South Carolina",2012,"August",11.7191011235955,0,0
"2718","South Carolina",2012,"December",369,324294.89,50,3852.26,9,215092.54,0,0,2,400,3,423.48,0,0,"South Carolina",2012,"December",17.3962264150943,0,0
"2708","South Carolina",2012,"February",1426,446844.94,7,23036.05,121,95130.79,0,0,1,6487.67,68,3249.48,146,17701.6,"South Carolina",2012,"February",16.5121951219512,0,0
"2707","South Carolina",2012,"January",1189,225479.38,2,37.54,28,8481.5,250,2337.5,0,0,55,1486.05,321,47224.8,"South Carolina",2012,"January",17.1,0,0
"2713","South Carolina",2012,"July",2151,798748.07,40,2346.19,50,16424,120,1332,0,0,162,4736,265,63989.98,"South Carolina",2012,"July",19.8550724637681,0,0
"2712","South Carolina",2012,"June",1627,790224.89,302,28286.99,31,203847,350,3258.5,6,173813,91,7716,5,2252.89,"South Carolina",2012,"June",13.3783783783784,0,0
"2709","South Carolina",2012,"March",2615,496593.16,222,27050.8,90,56274.92,0,0,2,2100,253,13389.15,602,6160.88,"South Carolina",2012,"March",17.3481012658228,0,0
"2711","South Carolina",2012,"May",894,3905456.01,81,16366.15,60,334053.38,162,1508.22,1,18000,0,0,30,18989.3,"South Carolina",2012,"May",14.5590551181102,0,0
"2717","South Carolina",2012,"November",1470,247904.67,30,4108,77,68285.86,0,0,0,0,1,643.86,0,0,"South Carolina",2012,"November",20.3880597014925,0,0
"2716","South Carolina",2012,"October",288,44480.4,1,56.62,23,3300,50,465.5,4,4000,70,4421.9,0,0,"South Carolina",2012,"October",29.8709677419355,0,0
"2715","South Carolina",2012,"September",7,945154,0,0,5,1640,0,0,0,0,0,0,0,0,"South Carolina",2012,"September",8.25,0,0
"2722","South Carolina",2013,"April",742,440529.07,88,25662.91,2,320,0,0,7,44379.94,15,947.55,110,7010.5,"South Carolina",2013,"April",19,0,0
"2726","South Carolina",2013,"August",1587,348803.9,0,0,5,4950,12,46.56,0,0,25,1564.5,617,46265.1,"South Carolina",2013,"August",14.925,0,0
"2730","South Carolina",2013,"December",1334,1280015.02,24,11447.66,52,21314.6,120,1332,2,0,7,2532.86,313,8066.3,"South Carolina",2013,"December",10.9204545454545,0,0
"2720","South Carolina",2013,"February",1785,298860.55,106,4641.17,39,43193.93,0,0,0,0,505,9955.25,71,7225.58,"South Carolina",2013,"February",16.4597701149425,0,0
"2719","South Carolina",2013,"January",1157,261432.84,9,3701.09,50,38323.44,0,0,1,28980,1,13493,340,34557.6,"South Carolina",2013,"January",19.72,0,0
"2725","South Carolina",2013,"July",855,373825.66,50,1284.5,15,1103.85,0,0,1,20947,250,51544.5,189,33872.32,"South Carolina",2013,"July",17.3235294117647,0,0
"2724","South Carolina",2013,"June",319,11011246.68,0,0,33,5874.34,0,0,3,2072,89,3620.69,1,8003.08,"South Carolina",2013,"June",13.75,0,0
"2721","South Carolina",2013,"March",1417,588030.75,194,46246.56,4,5131.65,0,0,4,11243.1,75,1317.75,350,12397,"South Carolina",2013,"March",15.9620853080569,0,0
"2723","South Carolina",2013,"May",1744,406478.44,252,11750.88,93,61544.4,0,0,2,19619,319,14877.11,91,10292.9,"South Carolina",2013,"May",12.0344827586207,0,0
"2729","South Carolina",2013,"November",1266,389796.07,128,35312.66,83,117360,25,445.2,3,104.59,0,0,205,19682.8,"South Carolina",2013,"November",15.5123966942149,0,0
"2728","South Carolina",2013,"October",1192,1445734.2,537,842662.28,51,13260,120,1332,0,0,42,2075.12,155,15299.25,"South Carolina",2013,"October",19.6261682242991,0,0
"2727","South Carolina",2013,"September",553,5016461.48,7,4606000,108,90744,0,0,0,0,111,6693,13,1372.89,"South Carolina",2013,"September",16.5507246376812,0,0
"2734","South Carolina",2014,"April",1013,760316.15,2,570.42,163,43369.52,0,0,1,210000,100,5582,23,23758.54,"South Carolina",2014,"April",8.53488372093023,0,0
"2732","South Carolina",2014,"February",1765,4211221.24,36,3666710.85,37,8001,0,0,7,388.36,74,370.25,132,18398.46,"South Carolina",2014,"February",14.0805369127517,0,0
"2731","South Carolina",2014,"January",1062,359559.42,69,5878.5,87,26250,10,316.5,0,0,122,4445.99,36,19312.6,"South Carolina",2014,"January",10.950495049505,0,0
"2733","South Carolina",2014,"March",1519,1361117.87,47,9926.28,64,20576.88,0,0,16,33446.7,247,8397.61,53,8379.35,"South Carolina",2014,"March",15.3980582524272,0,0
"3593","South Dakota",2005,"December",220,1032546,212,625112,8,407434,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0
"2739","South Dakota",2006,"December",141,37577,141,37577,0,0,0,0,0,0,0,0,0,0,"South Dakota",2006,"December",10.7234042553191,0,0
"2736","South Dakota",2006,"February",2,998,2,998,0,0,0,0,0,0,0,0,0,0,"South Dakota",2006,"February",14,0,0
"2735","South Dakota",2006,"January",6,828,6,828,0,0,0,0,0,0,0,0,0,0,"South Dakota",2006,"January",20,0,0
"2738","South Dakota",2006,"November",17,8483,17,8483,0,0,0,0,0,0,0,0,0,0,"South Dakota",2006,"November",15,0,0
"2737","South Dakota",2006,"October",6,3773,6,3773,0,0,0,0,0,0,0,0,0,0,"South Dakota",2006,"October",20.1666666666667,0,0
"2742","South Dakota",2007,"April",36,18185,36,18185,0,0,0,0,0,0,0,0,0,0,"South Dakota",2007,"April",17.9444444444444,0,0
"2743","South Dakota",2007,"August",2,828,2,828,0,0,0,0,0,0,0,0,0,0,"South Dakota",2007,"August",24,0,0
"2740","South Dakota",2007,"February",189,101037,189,101037,0,0,0,0,0,0,0,0,0,0,"South Dakota",2007,"February",19.4920634920635,0,0
"2741","South Dakota",2007,"March",112,18705,112,18705,0,0,0,0,0,0,0,0,0,0,"South Dakota",2007,"March",27.4553571428571,0,0
"2744","South Dakota",2008,"October",4,2438,4,2438,0,0,0,0,0,0,0,0,0,0,"South Dakota",2008,"October",4.75,0,0
"2747","South Dakota",2010,"August",18,5904,0,0,18,5904,0,0,0,0,0,0,0,0,"South Dakota",2010,"August",11,0,0
"2745","South Dakota",2010,"February",28,4974.99,0,0,15,4920,13,54.99,0,0,0,0,0,0,"South Dakota",2010,"February",3.875,0,0
"2746","South Dakota",2010,"May",13,4264,0,0,13,4264,0,0,0,0,0,0,0,0,"South Dakota",2010,"May",12.5,0,0
"2750","South Dakota",2010,"November",12,3996,0,0,12,3996,0,0,0,0,0,0,0,0,"South Dakota",2010,"November",15.6666666666667,0,0
"2749","South Dakota",2010,"October",10,1570,0,0,10,1570,0,0,0,0,0,0,0,0,"South Dakota",2010,"October",30,0,0
"2748","South Dakota",2010,"September",4,1312,0,0,4,1312,0,0,0,0,0,0,0,0,"South Dakota",2010,"September",9,0,0
"2755","South Dakota",2011,"December",6,25293.55,5,293.55,0,0,0,0,0,0,0,0,0,0,"South Dakota",2011,"December",9.5,0,0
"2752","South Dakota",2011,"February",104,52356.48,0,0,2,1425.48,100,931,0,0,0,0,0,0,"South Dakota",2011,"February",13.2,0,0
"2751","South Dakota",2011,"January",18,9144,16,7984,0,0,0,0,0,0,0,0,0,0,"South Dakota",2011,"January",26.3333333333333,0,0
"2754","South Dakota",2011,"November",4,9386.66,0,0,0,0,0,0,0,0,0,0,0,0,"South Dakota",2011,"November",13.6666666666667,0,0
"2753","South Dakota",2011,"October",7,266461.22,1,244844,0,0,0,0,0,0,0,0,0,0,"South Dakota",2011,"October",17.2,0,0
"2759","South Dakota",2012,"April",206,455292.32,145,248238.82,28,10030,0,0,0,0,0,0,0,0,"South Dakota",2012,"April",24.4666666666667,0,0
"2763","South Dakota",2012,"December",2,20000,0,0,0,0,0,0,0,0,0,0,0,0,"South Dakota",2012,"December",10,0,0
"2757","South Dakota",2012,"February",108,191409.3,0,0,2,656,0,0,0,0,0,0,0,0,"South Dakota",2012,"February",6.8,0,0
"2756","South Dakota",2012,"January",39,399498.64,13,4254.21,0,0,12,111.72,0,0,5,260.55,0,0,"South Dakota",2012,"January",13,0,0
"2762","South Dakota",2012,"July",4,10397,0,0,0,0,0,0,0,0,0,0,0,0,"South Dakota",2012,"July",6,0,0
"2761","South Dakota",2012,"June",9,28137,3,1497,5,1640,0,0,0,0,0,0,0,0,"South Dakota",2012,"June",20.2,0,0
"2758","South Dakota",2012,"March",247,47175.37,0,0,40,13092,0,0,2,7431.2,0,0,0,0,"South Dakota",2012,"March",5.71052631578947,0,0
"2760","South Dakota",2012,"May",182,58877.74,2,24.06,176,58568,0,0,0,0,0,0,0,0,"South Dakota",2012,"May",25.4285714285714,0,0
"2767","South Dakota",2013,"April",19,16538.65,0,0,1,10000,0,0,0,0,0,0,0,0,"South Dakota",2013,"April",29.5714285714286,0,0
"2772","South Dakota",2013,"December",7,1968,0,0,6,1968,0,0,0,0,0,0,1,0,"South Dakota",2013,"December",24,0,0
"2765","South Dakota",2013,"February",62,9980,0,0,0,0,0,0,0,0,0,0,0,0,"South Dakota",2013,"February",20,0,0
"2764","South Dakota",2013,"January",2,12918,0,0,0,0,0,0,0,0,0,0,0,0,"South Dakota",2013,"January",29.5,0,0
"2769","South Dakota",2013,"June",3,1497,3,1497,0,0,0,0,0,0,0,0,0,0,"South Dakota",2013,"June",11,0,0
"2766","South Dakota",2013,"March",96,3650.18,3,1136,0,0,90,837.9,0,0,0,0,0,0,"South Dakota",2013,"March",11.6666666666667,0,0
"2768","South Dakota",2013,"May",20,36340,0,0,16,35328,0,0,0,0,0,0,0,0,"South Dakota",2013,"May",20.7058823529412,0,0
"2771","South Dakota",2013,"November",2,1587.7,0,0,0,0,0,0,0,0,0,0,0,0,"South Dakota",2013,"November",5,0,0
"2770","South Dakota",2013,"September",1,4673.03,0,0,0,0,0,0,0,0,0,0,0,0,"South Dakota",2013,"September",17,0,0
"2775","South Dakota",2014,"April",20,30303.47,0,0,4,702.38,0,0,0,0,7,0,2,28813.09,"South Dakota",2014,"April",10,0,0
"2773","South Dakota",2014,"January",1,1094,0,0,0,0,0,0,0,0,0,0,0,0,"South Dakota",2014,"January",30,0,0
"2774","South Dakota",2014,"March",86,21036.17,0,0,3,6308.82,0,0,0,0,15,265.65,38,7964.27,"South Dakota",2014,"March",22.4444444444444,0,0
"3594","Tennessee",2005,"December",1257,5451758.15,1197,3108560.53,45,1305864,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0
"2779","Tennessee",2006,"April",14,5166.13,13,5166.13,1,0,0,0,0,0,0,0,0,0,"Tennessee",2006,"April",25.6428571428571,0,0
"2783","Tennessee",2006,"August",37,384746.42,33,15586.42,0,0,0,0,0,0,0,0,0,0,"Tennessee",2006,"August",9.51351351351351,0,0
"2777","Tennessee",2006,"February",15,1558.81,15,1558.81,0,0,0,0,0,0,0,0,0,0,"Tennessee",2006,"February",9,0,0
"2776","Tennessee",2006,"January",5,2495,5,2495,0,0,0,0,0,0,0,0,0,0,"Tennessee",2006,"January",11,0,0
"2782","Tennessee",2006,"July",113,34727,113,34727,0,0,0,0,0,0,0,0,0,0,"Tennessee",2006,"July",8.65486725663717,0,0
"2781","Tennessee",2006,"June",11,3323,11,3323,0,0,0,0,0,0,0,0,0,0,"Tennessee",2006,"June",10.3636363636364,0,0
"2778","Tennessee",2006,"March",112,47082.2,112,47082.2,0,0,0,0,0,0,0,0,0,0,"Tennessee",2006,"March",20.4107142857143,0,0
"2780","Tennessee",2006,"May",30,7244,29,4724,1,2520,0,0,0,0,0,0,0,0,"Tennessee",2006,"May",18.2,0,0
"2786","Tennessee",2006,"November",106,38274.71,106,38274.71,0,0,0,0,0,0,0,0,0,0,"Tennessee",2006,"November",6.56603773584906,0,0
"2785","Tennessee",2006,"October",607,227211.26,607,227211.26,0,0,0,0,0,0,0,0,0,0,"Tennessee",2006,"October",26.5238879736409,0,0
"2784","Tennessee",2006,"September",2,1014994,0,0,0,0,0,0,0,0,0,0,0,0,"Tennessee",2006,"September",15,0,0
"2792","Tennessee",2007,"December",6,437296,5,246479,0,0,0,0,0,0,0,0,0,0,"Tennessee",2007,"December",11.8333333333333,0,0
"2787","Tennessee",2007,"February",3,1056.71,3,1056.71,0,0,0,0,0,0,0,0,0,0,"Tennessee",2007,"February",13.6666666666667,0,0
"2790","Tennessee",2007,"July",7,131881.64,3,1136,4,130745.64,0,0,0,0,0,0,0,0,"Tennessee",2007,"July",20.8,0,0
"2789","Tennessee",2007,"June",3,300499,3,300499,0,0,0,0,0,0,0,0,0,0,"Tennessee",2007,"June",25,0,0
"2788","Tennessee",2007,"March",17,2108.13,17,2108.13,0,0,0,0,0,0,0,0,0,0,"Tennessee",2007,"March",25.4705882352941,0,0
"2791","Tennessee",2007,"September",1,323178,1,323178,0,0,0,0,0,0,0,0,0,0,"Tennessee",2007,"September",20,0,0
"2795","Tennessee",2008,"April",40,14360,0,0,40,14360,0,0,0,0,0,0,0,0,"Tennessee",2008,"April",25,0,0
"2799","Tennessee",2008,"August",21,9803.8,11,2240,10,7563.8,0,0,0,0,0,0,0,0,"Tennessee",2008,"August",23,0,0
"2803","Tennessee",2008,"December",32,42200.22,28,6681.1,4,35519.12,0,0,0,0,0,0,0,0,"Tennessee",2008,"December",10.625,0,0
"2793","Tennessee",2008,"January",9,247074.84,9,247074.84,0,0,0,0,0,0,0,0,0,0,"Tennessee",2008,"January",16.5555555555556,0,0
"2798","Tennessee",2008,"July",13,704.52,12,704.52,1,0,0,0,0,0,0,0,0,0,"Tennessee",2008,"July",10.2307692307692,0,0
"2797","Tennessee",2008,"June",55,6850.88,12,1585.1,43,5265.78,0,0,0,0,0,0,0,0,"Tennessee",2008,"June",11.5384615384615,0,0
"2794","Tennessee",2008,"March",17,8483,17,8483,0,0,0,0,0,0,0,0,0,0,"Tennessee",2008,"March",27,0,0
"2796","Tennessee",2008,"May",60,3522.6,60,3522.6,0,0,0,0,0,0,0,0,0,0,"Tennessee",2008,"May",23,0,0
"2802","Tennessee",2008,"November",22,1385.35,22,1385.35,0,0,0,0,0,0,0,0,0,0,"Tennessee",2008,"November",22.5,0,0
"2801","Tennessee",2008,"October",356,91229.4,354,53249.4,2,37980,0,0,0,0,0,0,0,0,"Tennessee",2008,"October",14.4197183098592,0,0
