"","State","Year","Month","civil_noninstitutionalpop","laborforce","percentlaborforce","totalemploy","peremploy","totalunemploy","unemployrate"
"19416","Kansas","2006","July",2079254,1466653,70.5,1402706,67.5,63947,4.4
"19417","Kentucky","2006","July",3248465,2027770,62.4,1912325,58.9,115445,5.7
"19418","Louisiana","2006","July",3196377,1979163,61.9,1896230,59.3,82933,4.2
"19419","Maine","2006","July",1051012,701329,66.7,668837,63.6,32492,4.6
"19420","Maryland","2006","July",4294599,2967862,69.1,2848561,66.3,119301,4
"19421","Massachusetts","2006","July",5090541,3413682,67.1,3247399,63.8,166283,4.9
"19422","Michigan","2006","July",7764767,5071935,65.3,4712340,60.7,359595,7.1
"19423","Minnesota","2006","July",3972847,2882198,72.5,2771028,69.7,111170,3.9
"19424","Mississippi","2006","July",2155425,1288331,59.8,1206553,56,81778,6.3
"19425","Missouri","2006","July",4489492,3032106,67.5,2884970,64.3,147136,4.9
"19426","Montana","2006","July",739999,495338,66.9,478059,64.6,17279,3.5
"19427","Nebraska","2006","July",1333638,969909,72.7,939677,70.5,30232,3.1
"19428","Nevada","2006","July",1886237,1290368,68.4,1238007,65.6,52361,4.1
"19429","New Hampshire","2006","July",1033102,732251,70.9,707130,68.4,25121,3.4
"19430","New Jersey","2006","July",6655401,4446031,66.8,4231721,63.6,214310,4.8
"19431","New Mexico","2006","July",1462013,929836,63.6,891030,60.9,38806,4.2
"19432","New York","2006","July",15094862,9496955,62.9,9063611,60,433344,4.6
"19435","North Dakota","2006","July",493966,361349,73.2,349682,70.8,11667,3.2
"19436","Ohio","2006","July",8857512,5947341,67.1,5622994,63.5,324347,5.5
"19437","Oklahoma","2006","July",2692022,1713047,63.6,1645490,61.1,67557,3.9
"19438","Oregon","2006","July",2878329,1888170,65.6,1787946,62.1,100224,5.3
"19439","Pennsylvania","2006","July",9767552,6291924,64.4,5999753,61.4,292171,4.6
"19440","Rhode Island","2006","July",837284,572660,68.4,544478,65,28182,4.9
"19441","South Carolina","2006","July",3307776,2106681,63.7,1968782,59.5,137899,6.5
"19442","South Dakota","2006","July",597445,435485,72.9,421800,70.6,13685,3.1
"19443","Tennessee","2006","July",4696684,3048109,64.9,2883576,61.4,164533,5.4
"19444","Texas","2006","July",17049031,11319742,66.4,10762673,63.1,557069,4.9
"19445","Utah","2006","July",1838305,1321375,71.9,1283393,69.8,37982,2.9
"19446","Vermont","2006","July",499602,357347,71.5,344063,68.9,13284,3.7
"19447","Virginia","2006","July",5791297,3978576,68.7,3853683,66.5,124893,3.1
"19448","Washington","2006","July",4919842,3324656,67.6,3154664,64.1,169992,5.1
"19449","West Virginia","2006","July",1440094,807670,56.1,765753,53.2,41917,5.2
"19450","Wisconsin","2006","July",4324694,3059543,70.7,2914427,67.4,145116,4.7
"19451","Wyoming","2006","July",396049,281629,71.1,272690,68.9,8939,3.2
"19452","Alabama","2006","August",3527515,2169999,61.5,2081970,59,88029,4.1
"19453","Alaska","2006","August",491379,350450,71.3,327553,66.7,22897,6.5
"19454","Arizona","2006","August",4649714,3005907,64.6,2884223,62,121684,4
"19455","Arkansas","2006","August",2146566,1362915,63.5,1291722,60.2,71193,5.2
"19456","California","2006","August",27025634,17668577,65.4,16809465,62.2,859112,4.9
"19458","Colorado","2006","August",3629927,2632208,72.5,2522082,69.5,110126,4.2
"19459","Connecticut","2006","August",2695372,1831606,68,1752072,65,79534,4.3
"19460","Delaware","2006","August",658964,441468,67,425835,64.6,15633,3.5
"19461","District of Columbia","2006","August",470304,317061,67.4,298532,63.5,18529,5.8
"19462","Florida","2006","August",14191932,9031648,63.6,8738246,61.6,293402,3.2
"19463","Georgia","2006","August",6933287,4725917,68.2,4502879,64.9,223038,4.7
"19464","Hawaii","2006","August",961394,639487,66.5,623096,64.8,16391,2.6
"19465","Idaho","2006","August",1089894,748038,68.6,723218,66.4,24820,3.3
"19466","Illinois","2006","August",9679632,6549998,67.7,6264055,64.7,285943,4.4
"19467","Indiana","2006","August",4800663,3234704,67.4,3068298,63.9,166406,5.1
"19468","Iowa","2006","August",2292788,1665323,72.6,1603200,69.9,62123,3.7
"19469","Kansas","2006","August",2080872,1468261,70.6,1404378,67.5,63883,4.4
"19470","Kentucky","2006","August",3250741,2031889,62.5,1916082,58.9,115807,5.7
"19471","Louisiana","2006","August",3204857,1981865,61.8,1902100,59.4,79765,4
"19472","Maine","2006","August",1051575,702083,66.8,669244,63.6,32839,4.7
"19473","Maryland","2006","August",4297454,2969986,69.1,2850797,66.3,119189,4
"19474","Massachusetts","2006","August",5094563,3418613,67.1,3251899,63.8,166714,4.9
"19475","Michigan","2006","August",7766182,5068893,65.3,4707138,60.6,361755,7.1
"19476","Minnesota","2006","August",3976524,2884882,72.5,2771135,69.7,113747,3.9
"19477","Mississippi","2006","August",2156898,1289257,59.8,1209025,56.1,80232,6.2
"19478","Missouri","2006","August",4493471,3038723,67.6,2889430,64.3,149293,4.9
"19479","Montana","2006","August",740941,494952,66.8,477994,64.5,16958,3.4
"19480","Nebraska","2006","August",1334445,970560,72.7,940299,70.5,30261,3.1
"19481","Nevada","2006","August",1890994,1295143,68.5,1242590,65.7,52553,4.1
"19482","New Hampshire","2006","August",1033998,733083,70.9,707422,68.4,25661,3.5
"19483","New Jersey","2006","August",6658378,4448407,66.8,4237369,63.6,211038,4.7
"19484","New Mexico","2006","August",1463968,930491,63.6,891647,60.9,38844,4.2
"19485","New York","2006","August",15104224,9490780,62.8,9066365,60,424415,4.5
"19488","North Dakota","2006","August",494129,362195,73.3,350428,70.9,11767,3.2
"19489","Ohio","2006","August",8861768,5957079,67.2,5629649,63.5,327430,5.5
"19490","Oklahoma","2006","August",2694318,1714402,63.6,1646392,61.1,68010,4
"19491","Oregon","2006","August",2882700,1893786,65.7,1792752,62.2,101034,5.3
"19492","Pennsylvania","2006","August",9773593,6297134,64.4,6005937,61.5,291197,4.6
"19493","Rhode Island","2006","August",837324,573060,68.4,544919,65.1,28141,4.9
"19494","South Carolina","2006","August",3313725,2110084,63.7,1972684,59.5,137400,6.5
"19495","South Dakota","2006","August",598117,436479,73,422553,70.6,13926,3.2
"19496","Tennessee","2006","August",4702407,3059183,65.1,2897160,61.6,162023,5.3
"19497","Texas","2006","August",17079249,11332031,66.3,10785501,63.1,546530,4.8
"19498","Utah","2006","August",1842871,1324640,71.9,1287576,69.9,37064,2.8
"19499","Vermont","2006","August",499853,357599,71.5,344050,68.8,13549,3.8
"19500","Virginia","2006","August",5797279,3986614,68.8,3860667,66.6,125947,3.2
"19501","Washington","2006","August",4927599,3330102,67.6,3159556,64.1,170546,5.1
"19502","West Virginia","2006","August",1440529,808350,56.1,766158,53.2,42192,5.2
"19503","Wisconsin","2006","August",4327819,3063310,70.8,2916943,67.4,146367,4.8
"19504","Wyoming","2006","August",396711,282092,71.1,273034,68.8,9058,3.2
"19505","Alabama","2006","September",3530831,2171664,61.5,2084015,59,87649,4
"19506","Alaska","2006","September",491865,350405,71.2,327596,66.6,22809,6.5
"19507","Arizona","2006","September",4661126,3014838,64.7,2894355,62.1,120483,4
"19508","Arkansas","2006","September",2148699,1363027,63.4,1291716,60.1,71311,5.2
"19509","California","2006","September",27052081,17694801,65.4,16836006,62.2,858795,4.9
"19511","Colorado","2006","September",3636313,2636657,72.5,2528654,69.5,108003,4.1
"19512","Connecticut","2006","September",2696847,1834567,68,1754754,65.1,79813,4.4
"19513","Delaware","2006","September",659891,441815,67,426363,64.6,15452,3.5
"19514","District of Columbia","2006","September",470635,317460,67.5,299002,63.5,18458,5.8
"19515","Florida","2006","September",14208495,9057913,63.7,8760229,61.7,297684,3.3
"19516","Georgia","2006","September",6947670,4739548,68.2,4518145,65,221403,4.7
"19517","Hawaii","2006","September",962139,640334,66.6,624568,64.9,15766,2.5
"19518","Idaho","2006","September",1092208,748720,68.6,724144,66.3,24576,3.3
"19519","Illinois","2006","September",9686923,6569657,67.8,6283368,64.9,286289,4.4
"19520","Indiana","2006","September",4804585,3235146,67.3,3070574,63.9,164572,5.1
"19521","Iowa","2006","September",2294361,1666368,72.6,1603934,69.9,62434,3.7
"19522","Kansas","2006","September",2082641,1470088,70.6,1406237,67.5,63851,4.3
"19523","Kentucky","2006","September",3253218,2035988,62.6,1919998,59,115990,5.7
"19524","Louisiana","2006","September",3213610,1986303,61.8,1908555,59.4,77748,3.9
"19525","Maine","2006","September",1052220,702855,66.8,669918,63.7,32937,4.7
"19526","Maryland","2006","September",4300680,2971727,69.1,2853598,66.4,118129,4
"19527","Massachusetts","2006","September",5098896,3422814,67.1,3255488,63.8,167326,4.9
"19528","Michigan","2006","September",7768125,5066673,65.2,4703372,60.5,363301,7.2
"19529","Minnesota","2006","September",3980510,2888704,72.6,2771534,69.6,117170,4.1
"19530","Mississippi","2006","September",2158536,1290089,59.8,1211239,56.1,78850,6.1
"19531","Missouri","2006","September",4497734,3045208,67.7,2894069,64.3,151139,5
"19532","Montana","2006","September",741949,494403,66.6,477837,64.4,16566,3.4
"19533","Nebraska","2006","September",1335339,971282,72.7,941039,70.5,30243,3.1
"19534","Nevada","2006","September",1895903,1299533,68.5,1246788,65.8,52745,4.1
"19535","New Hampshire","2006","September",1034962,733936,70.9,707789,68.4,26147,3.6
"19536","New Jersey","2006","September",6661907,4450634,66.8,4243802,63.7,206832,4.6
"19537","New Mexico","2006","September",1466021,930830,63.5,892255,60.9,38575,4.1
"19538","New York","2006","September",15114759,9488686,62.8,9071973,60,416713,4.4
"19541","North Dakota","2006","September",494324,363163,73.5,351321,71.1,11842,3.3
"19542","Ohio","2006","September",8866608,5966281,67.3,5636605,63.6,329676,5.5
"19543","Oklahoma","2006","September",2696751,1716074,63.6,1647298,61.1,68776,4
"19544","Oregon","2006","September",2887241,1899150,65.8,1797539,62.3,101611,5.4
"19545","Pennsylvania","2006","September",9780250,6303000,64.4,6013801,61.5,289199,4.6
"19546","Rhode Island","2006","September",837448,573541,68.5,545522,65.1,28019,4.9
"19547","South Carolina","2006","September",3319924,2114914,63.7,1978355,59.6,136559,6.5
"19548","South Dakota","2006","September",598851,437365,73,423315,70.7,14050,3.2
"19549","Tennessee","2006","September",4708406,3067936,65.2,2909779,61.8,158157,5.2
"19550","Texas","2006","September",17110941,11343506,66.3,10807990,63.2,535516,4.7
"19551","Utah","2006","September",1847529,1327851,71.9,1291819,69.9,36032,2.7
"19552","Vermont","2006","September",500114,357700,71.5,343964,68.8,13736,3.8
"19553","Virginia","2006","September",5803659,3994743,68.8,3868473,66.7,126270,3.2
"19554","Washington","2006","September",4935665,3336038,67.6,3165619,64.1,170419,5.1
"19555","West Virginia","2006","September",1441068,808672,56.1,766820,53.2,41852,5.2
"19556","Wisconsin","2006","September",4331183,3067266,70.8,2919492,67.4,147774,4.8
"19557","Wyoming","2006","September",397410,282509,71.1,273415,68.8,9094,3.2
"19558","Alabama","2006","October",3534233,2173308,61.5,2086297,59,87011,4
"19559","Alaska","2006","October",492363,350321,71.2,327624,66.5,22697,6.5
"19560","Arizona","2006","October",4672561,3022587,64.7,2903392,62.1,119195,3.9
"19561","Arkansas","2006","October",2150924,1363841,63.4,1292456,60.1,71385,5.2
"19562","California","2006","October",27078759,17724320,65.5,16863434,62.3,860886,4.9
"19564","Colorado","2006","October",3642735,2640333,72.5,2534731,69.6,105602,4
"19565","Connecticut","2006","October",2698356,1837317,68.1,1757537,65.1,79780,4.3
"19566","Delaware","2006","October",660866,442124,66.9,426908,64.6,15216,3.4
"19567","District of Columbia","2006","October",470976,317852,67.5,299507,63.6,18345,5.8
"19568","Florida","2006","October",14225236,9083590,63.9,8781154,61.7,302436,3.3
"19569","Georgia","2006","October",6962267,4752553,68.3,4533888,65.1,218665,4.6
"19570","Hawaii","2006","October",962862,641124,66.6,625744,65,15380,2.4
"19571","Idaho","2006","October",1094511,749431,68.5,725107,66.2,24324,3.2
"19572","Illinois","2006","October",9694364,6586816,67.9,6298214,65,288602,4.4
"19573","Indiana","2006","October",4808630,3235353,67.3,3073192,63.9,162161,5
"19574","Iowa","2006","October",2295947,1666246,72.6,1603853,69.9,62393,3.7
"19575","Kansas","2006","October",2084444,1472041,70.6,1408243,67.6,63798,4.3
"19576","Kentucky","2006","October",3255793,2039494,62.6,1923645,59.1,115849,5.7
"19577","Louisiana","2006","October",3222460,1992646,61.8,1914939,59.4,77707,3.9
"19578","Maine","2006","October",1052853,703531,66.8,670783,63.7,32748,4.7
"19579","Maryland","2006","October",4304017,2973078,69.1,2856715,66.4,116363,3.9
"19580","Massachusetts","2006","October",5103347,3425654,67.1,3258134,63.8,167520,4.9
"19581","Michigan","2006","October",7770240,5064289,65.2,4701468,60.5,362821,7.2
"19582","Minnesota","2006","October",3984539,2892797,72.6,2772286,69.6,120511,4.2
"19583","Mississippi","2006","October",2160264,1291007,59.8,1212917,56.1,78090,6
"19584","Missouri","2006","October",4502085,3050464,67.8,2898495,64.4,151969,5
"19585","Montana","2006","October",742968,494043,66.5,477961,64.3,16082,3.3
"19586","Nebraska","2006","October",1336273,971970,72.7,941834,70.5,30136,3.1
"19587","Nevada","2006","October",1900824,1303668,68.6,1250689,65.8,52979,4.1
"19588","New Hampshire","2006","October",1035945,734797,70.9,708279,68.4,26518,3.6
"19589","New Jersey","2006","October",6665480,4451766,66.8,4249923,63.8,201843,4.5
"19590","New Mexico","2006","October",1468098,930993,63.4,892980,60.8,38013,4.1
"19591","New York","2006","October",15125499,9491027,62.7,9080415,60,410612,4.3
"19594","North Dakota","2006","October",494543,364162,73.6,352305,71.2,11857,3.3
"19595","Ohio","2006","October",8871588,5973634,67.3,5643410,63.6,330224,5.5
"19596","Oklahoma","2006","October",2699281,1718032,63.6,1648307,61.1,69725,4.1
"19597","Oregon","2006","October",2891842,1903984,65.8,1802374,62.3,101610,5.3
"19598","Pennsylvania","2006","October",9787133,6308882,64.5,6022648,61.5,286234,4.5
"19599","Rhode Island","2006","October",837557,574059,68.5,546227,65.2,27832,4.8
"19600","South Carolina","2006","October",3326216,2120179,63.7,1985077,59.7,135102,6.4
"19601","South Dakota","2006","October",599550,438126,73.1,424097,70.7,14029,3.2
"19602","Tennessee","2006","October",4714580,3074234,65.2,2920733,62,153501,5
"19603","Texas","2006","October",17142922,11353224,66.2,10828643,63.2,524581,4.6
"19604","Utah","2006","October",1852277,1331206,71.9,1296309,70,34897,2.6
"19605","Vermont","2006","October",500437,357582,71.5,343761,68.7,13821,3.9
"19606","Virginia","2006","October",5810214,4002449,68.9,3876940,66.7,125509,3.1
"19607","Washington","2006","October",4943864,3342403,67.6,3172954,64.2,169449,5.1
"19608","West Virginia","2006","October",1441653,808718,56.1,767707,53.3,41011,5.1
"19609","Wisconsin","2006","October",4334726,3071100,70.8,2922209,67.4,148891,4.8
"19610","Wyoming","2006","October",398110,282884,71.1,273885,68.8,8999,3.2
"19611","Alabama","2006","November",3537230,2174960,61.5,2088746,59.1,86214,4
"19612","Alaska","2006","November",492811,350223,71.1,327679,66.5,22544,6.4
"19613","Arizona","2006","November",4683513,3028286,64.7,2910232,62.1,118054,3.9
"19614","Arkansas","2006","November",2152890,1365161,63.4,1293760,60.1,71401,5.2
"19615","California","2006","November",27103225,17754746,65.5,16888929,62.3,865817,4.9
"19617","Colorado","2006","November",3648895,2642774,72.4,2539709,69.6,103065,3.9
"19618","Connecticut","2006","November",2699575,1839778,68.2,1760235,65.2,79543,4.3
"19619","Delaware","2006","November",661769,442383,66.8,427372,64.6,15011,3.4
"19620","District of Columbia","2006","November",471263,318360,67.6,300158,63.7,18202,5.7
"19621","Florida","2006","November",14240024,9106522,64,8798869,61.8,307653,3.4
"19622","Georgia","2006","November",6976303,4763915,68.3,4548622,65.2,215293,4.5
"19623","Hawaii","2006","November",963638,641742,66.6,626440,65,15302,2.4
"19624","Idaho","2006","November",1096757,750130,68.4,726110,66.2,24020,3.2
"19625","Illinois","2006","November",9700854,6599520,68,6307181,65,292339,4.4
"19626","Indiana","2006","November",4812269,3234507,67.2,3075043,63.9,159464,4.9
"19627","Iowa","2006","November",2297319,1664992,72.5,1602844,69.8,62148,3.7
"19628","Kansas","2006","November",2086023,1473929,70.7,1410270,67.6,63659,4.3
"19629","Kentucky","2006","November",3258054,2041795,62.7,1926433,59.1,115362,5.7
"19630","Louisiana","2006","November",3230986,2000128,61.9,1920364,59.4,79764,4
"19631","Maine","2006","November",1053411,703942,66.8,671592,63.8,32350,4.6
"19632","Maryland","2006","November",4306848,2973792,69,2859563,66.4,114229,3.8
"19633","Massachusetts","2006","November",5107225,3426889,67.1,3259903,63.8,166986,4.9
"19634","Michigan","2006","November",7771568,5060511,65.1,4700179,60.5,360332,7.1
"19635","Minnesota","2006","November",3988221,2896628,72.6,2773251,69.5,123377,4.3
"19636","Mississippi","2006","November",2161794,1292317,59.8,1213820,56.1,78497,6.1
"19637","Missouri","2006","November",4506029,3053475,67.8,2901786,64.4,151689,5
"19638","Montana","2006","November",743938,494152,66.4,478627,64.3,15525,3.1
"19639","Nebraska","2006","November",1337076,972468,72.7,942641,70.5,29827,3.1
"19640","Nevada","2006","November",1905607,1307599,68.6,1254337,65.8,53262,4.1
"19641","New Hampshire","2006","November",1036864,735581,70.9,708827,68.4,26754,3.6
"19642","New Jersey","2006","November",6668227,4450887,66.7,4254129,63.8,196758,4.4
"19643","New Mexico","2006","November",1470040,931149,63.3,893878,60.8,37271,4
"19644","New York","2006","November",15134698,9495558,62.7,9088976,60.1,406582,4.3
"19647","North Dakota","2006","November",494713,365080,73.8,353267,71.4,11813,3.2
"19648","Ohio","2006","November",8875607,5978361,67.4,5648999,63.6,329362,5.5
"19649","Oklahoma","2006","November",2701509,1720118,63.7,1649393,61.1,70725,4.1
"19650","Oregon","2006","November",2896151,1907880,65.9,1807018,62.4,100862,5.3
"19651","Pennsylvania","2006","November",9792714,6313520,64.5,6030963,61.6,282557,4.5
